Unnamed: 0,job_link,job_skills,Cluster
543,https://www.linkedin.com/jobs/view/sr-footwear-designer-at-steve-madden-3668979184,"Footwear design, Sketching, CAD, Spec creation, Tech pack creation, Fashion research, Material research, Market trend analysis, Communication, Time management, Multitasking, Attention to detail, Teamwork, Written communication, Verbal communication, Illustration, Photoshop, Microsoft Office, Outlook, Motivation, Eagerness to learn, Creativity, Passion, Organization, Fashion sense, Trend interpretation, Selfmotivated, Strong work ethic",4
544,https://www.linkedin.com/jobs/view/general-education-teacher-5th-grade-immediate-hire-at-hyde-leadership-charter-school-brooklyn-3762355151,"Lesson planning, Classroom management, State Standards, enVision’s Math, TERC Investigations in Numbers Data and Space, Social Studies, Science Kits, Social Studies projects, Inquiry projects, Communication, Collaboration, Team player, Maturity, Humility, Strong work ethic, Followthrough, Sense of humor, Willingness to respond positively to feedback, ""Rollupmysleeves"" attitude, Instructional skills, Classroom management skills, Mastery of subject matter, Enthusiasm for subject matter, Belief in unique potential, Commitment to character development, Family partnerships, Urban school setting, Bachelor's degree, Master's degree in Education or relevant content area, New York State Certification",5
545,https://www.linkedin.com/jobs/view/pb-process-accountant-at-poet-3777302076,"AP/AR Reconciliation, Financial Statements, Microsoft Office, GAAP, Data Entry, Excel, Outlook, Communication, GAAP, Leadership, Critical Thinking, Interpersonal Skills, Problem Solving",4
546,https://ca.linkedin.com/jobs/view/manager-talent-operations-at-sephora-3773995819,"Staffing, Training, Inventory Management, Operations Management, Performance Management, Team Management, Verbal and Written Communication, Sales Performance, Store Leadership, Client Service, Sephora Operations Standards, Applicant Tracking System, Annual Performance Reviews",5
547,https://www.linkedin.com/jobs/view/investment-operations-manager-at-villanova-university-3775137667,"Investment Operations Management, Data Management, Endowment Reporting & Portfolio Analysis, Cash/Treasury Activity & Analysis, Bachelor's Degree, 7+ years relevant work experience, Investment operations, Fund accounting, Performance measurement, Investment analytics reporting, Excel Word PowerPoint and Outlook, Database knowledge, Custodian investment accounting, Performance reporting systems, Bloomberg, Burgiss, Caissa, Pitchbook, Portfolio management software, MBA CFA CAIA",5
548,https://www.linkedin.com/jobs/view/spanish-teacher-elementary-ct-at-excellence-community-schools-3609295901,"Spanish, Teaching, Lesson Planning, Curriculum Development, Assessment, Classroom Management, Student Engagement, Collaboration, Communication, Professionalism, Bachelor's Degree, Work Experience, Certification, Vaccination",5
549,https://www.linkedin.com/jobs/view/licensed-clinical-psychologist-at-ihire-3806243117,"Clinical Psychology, Licensed Psychologist, Doctorate Degree, DEI, EOE",5
550,https://www.linkedin.com/jobs/view/5-12-teacher-middle-high-school-teacher-at-uncommon-schools-3770812734,"Education, Curriculum Implementation, Instructional Practices, Data Analysis, Critical Thinking, Communication, Collaboration, Student Engagement, Classroom Management, Professional Development, Teamwork, Feedback, Passion for Working with K12 Students, Experience in Schools or Urban Communities, Proven TrackRecord of High Achievement, Valid State Certification, Master's Degree, Bachelor's Degree, Grade Point Average (GPA)",4
551,https://www.linkedin.com/jobs/view/manufacturing-technician-at-randstad-life-sciences-us-3776686382,"Manufacturing, Cleanroom experience, Documentation, cGMP/ISO systems, Batch processing, Process improvement, Validation, Training, General cleaning, General maintenance, Animal tissue handling, Safety, SOP, PPE, Word, Excel, High School Diploma, English proficiency, Computer literacy, Overtime, Reliable Transportation, Lyophilizers, pH meters, Thermometers, Balances, Sonicators, Mixers, Drop indicator, Slicer machines, Scalpels, Temperature recorders, Sealing machines",5
552,https://www.linkedin.com/jobs/view/engineering-technician-specialist-at-parker-hannifin-3794067671,"Materials & Processes, Dynamics, Electronic, Mechanical, Calibration, Customer Support, Test Equipment, Lab Equipment, Precision Gauging Equipment, Microhardness, Rockwell Hardness, Tensile Testing, Emission Spectroscopy, Laboratory Heat Treating, Surface Plate, Microscopes, Data Acquisition Computers, Process Control Systems, Microprocessor Applications, Automatic Test Equipment, Gauging Equipment, Oscilloscopes, XY Plotters, Calibration Procedures, Schematics, National Standards, International Standards, Organizational Skills, Leadership Skills, Effective Communication Skills, Data Analysis, Troubleshooting, Problem Solving, Root Cause Analysis, Customer Service, Technical Writing, Accuracy, Attention to Detail, Strong Work Ethic, Teamwork, Flexibility, Adaptability, Innovation, Creativity",4
553,https://www.linkedin.com/jobs/view/project-manager-advanced-industries-at-je-dunn-construction-3778963447,"Project Management, Construction Management, Risk Management, Subcontractor Management, Scheduling, Budgeting, Cost Control, Quality Control, Safety Management, Communication Skills, Presentation Skills, MS Office Proficiency, Project Management Software Proficiency, Construction Technology Proficiency, Scheduling Software Proficiency, Lean Process and Philosophy, Relationship Building, Bachelor's Degree in Construction Management Engineering or Related Field, 5+ Years Construction Management Experience, Valid and Unrestricted Driver's License, Ability to Lift up to 25 Pounds, Willingness to Travel and/or Relocate, Willingness to Work NonTraditional Hours, Ability to Work in Extreme Conditions, Ability to Sit View Computer Screen Stand Walk Bend Climb Reach above Shoulder Push and Pull",1
554,https://www.linkedin.com/jobs/view/part-time-full-service-account-manager-at-dutch-farms-3769245090,"Customer service, Communication, Attention to detail, Written communication, Ability to learn, Physical strength, Teamwork, Problemsolving, Time management, Ability to work in a fastpaced environment",4
555,https://www.linkedin.com/jobs/view/department-manager-at-mcdonald-s-3685780192,"Restaurant Management, Food Safety, Inventory Management, Customer Service, Time Management, Scheduling, Hiring, Training, Motivation, Team Leadership, Sales Promotion, Food Production, Quality Control, Food Cost Control, Kitchen Operations, Crew Management",3
556,https://www.linkedin.com/jobs/view/key-account-manager-%E2%80%93-life-sciences-at-energy-jobline-3773725146,"Medical Device, Data Management, IT Compliance, GMP, Business Development, Sales, Marketing, Customer Relationship Management, Budget Management, Negotiation, Data Analysis, Healthcare Industry Knowledge, Regulatory Knowledge, Communication Skills, Teamwork, Adaptability, ProblemSolving, Analytical Skills, Microsoft Office, English Language",1
557,https://www.linkedin.com/jobs/view/hair-stylist-kent-eight-plaza-at-jobs-for-humanity-3786390096,"Cosmetology License, Barber License, Hair Styling, Haircutting, Customer Service, Teamwork, Communication, Positive Attitude, Ability to work in a fastpaced environment, Attention to detail, Flexibility",4
558,https://www.linkedin.com/jobs/view/volunteer-driver-new-hope-plymouth-treehouse-at-volunteermatch-3803973692,"Volunteerism, Personal vehicle, TreeHouse Van, Transporting teens, VolunteerMatch, LinkedIn for Good",5
559,https://ca.linkedin.com/jobs/view/e-billing-coordinator-at-clarity-hiring-3782353685,"EBilling, Electronic Invoicing, Time and Expense Entries, Legal Billing, Industry Standards, Client Billing Requirements, Client Billing Portals, Client Billing Structures, Billing Appeals, Billing Documentation, Accounting Diploma, Legal Assistant Diploma, MS Office 2010, Invoicing, Cash Receipts, Budgeting, Invoice Appeals, TyMetrix 360, Legal Tracker, CounselLink, Collaborati, Attention to detail",5
560,https://www.linkedin.com/jobs/view/part-time-school-porter-cleaner-at-spectrum360-3792876287,"General cleaning, Communication, English language, Criminal History Background Check, Occupational Healthcare Screening, Skills Assessment",5
561,https://www.linkedin.com/jobs/view/hair-stylist-smyrna-mart-shopping-center-at-jobs-for-humanity-3786350956,"Cosmetology and/or Barber License, Customer Service, Communication, Teamwork, Problem Solving, Attention to Detail, Cutting, Styling, Coloring, Blow Drying, Sanitation, Hair Care, Beauty Products, Salon Management, Training, Artistic Design",4
562,https://www.linkedin.com/jobs/view/food-service-worker-cashier-temporary-at-compass-one-healthcare-3789471745,"Food service work, Cashier work, Food preparation, Cleaning, Sanitation, Safety, Customer service, Sales, Cash handling, Inventory management, Following recipes, Serving food, Resolving customer complaints, Health and wellness, Retirement plan, Associate shopping program, Discount marketplace, Pet insurance, Critical Illness Insurance, Accident Insurance, Medical, Dental, Vision, Disability Insurance, Commuter Benefits, Flexible Spending Accounts (FSAs)",3
563,https://www.linkedin.com/jobs/view/marketing-coordinator-at-scion-staffing-3776634364,"Marketing Plans, Brand Consistency, Strategic Marketing, Vendor Marketing, Promotional Materials, Graphic Design, Marketing Design, Social Media Management, Web Design, Content Management, Project Management, Collaboration, Presentation Skills, Adobe Creative Suite, Wix Website Platform, Meta Business Tools, BarTender, Google Analytics, MailChimp, Microsoft Office 365, Communication Skills",1
564,https://www.linkedin.com/jobs/view/volunteer-gardeners-educators-help-central-bk-students-grow-to-fight-food-insecurity-at-volunteermatch-3803979258,"Gardening, Nutrition, Health, Farming, Community Development, Education, Environmentalism, Volunteerism, Project Management, Fundraising, Communication, Marketing, Social Media, Sustainability, Leadership, Collaboration, Problem Solving, Data Analysis",4
565,https://www.linkedin.com/jobs/view/restaurant-shift-lead-at-texas-roadhouse-3742053544,"Communication skills, Leadership skills, Restaurant management, Food preparation, Customer service, Alcohol service, Food safety, Compliance with employment policies, Coaching, Team building, Conflict resolution, Problemsolving, Safe food handling procedures, Medical insurance, Dental insurance, Vision insurance, Disability insurance, Life insurance, 401(k) savings plan, Flexible Spending Accounts, Paid vacation, Tuition reimbursement, Training and development, Paid leaves",3
566,https://www.linkedin.com/jobs/view/manager-global-market-access-at-abbott-3775132734,"Market Access, Reimbursement, Health Economics, Budget Impact, Value Propositions, Dossiers, Payer Advisory Board, Clinical Data, Health Technology Assessment (HTA), Health Economic and Outcomes Research (HEOR), Peer Review Publication Strategies, Verbal and Written Communication Skills, English, International Travel, Bachelor's Degree, Minimum Three Years of Experience, Masters Degree (Preferred), Education in Health Studies Business or Economics, Pharmaceutical Products, Medical Devices, Diagnostics",5
567,https://uk.linkedin.com/jobs/view/pastry-chef-de-partie-at-dunns-bakery-3776951323,"Attention to detail, Food safety, Working in a small team, Baking, French pastries, Classic Eclairs, Mousse, Cheesecake, Tiramisu, Fruit Tarts, Millefeuille, Gateaux, Food safety, Health and safety, CV, Portfolio of previous work",5
568,https://www.linkedin.com/jobs/view/master-barber-fl-disney-springs-at-the-art-of-shaving-3687319610,"Barber License, Straight Razor Shaves, Hair Texture Hair Cutting, Customer Service, Clientele Building and Maintenance, Passion for the Brand, Adherence to Company Initiatives, Feedback Provision and Reception, Retail Store Assistance, Service Protocol Following",3
569,https://www.linkedin.com/jobs/view/assistant-community-manager-at-the-michaels-organization-3804629120,"Property management, Real estate management, Residential property management, Microsoft Office Suite, Marketing, Leasing, Budgeting, Collections, Evictions, Conflict resolution, Organizational skills, Attention to detail",5
570,https://www.linkedin.com/jobs/view/assistant-salon-manager-willkommen-center-at-jobs-for-humanity-3798382405,"Cosmetology license, Barber license, Communication skills, Motivation, Technical skills, Flexibility, Organization, Goal achievement, Hair cutting license",1
571,https://www.linkedin.com/jobs/view/hair-stylist-mcginnis-greene-at-jobs-for-humanity-3786310647,"Cosmetology, Barbering, Client service, Communication, Teamwork, Salon management, Training",4
572,https://www.linkedin.com/jobs/view/driver-patient-service-specialist-sr-liquid-oxygen-at-baycare-health-system-3742240011,"Patient Service Specialist Senior  Liquid Oxygen, Commercial Driver's License (CDL), HAZMAT Endorsement, Tanker Endorsement, Oxygen Delivery, Medical Facilities, State of Florida Commercial Driver's License, Hazmat and Tanker Endorsement, CDL Driving Experience, HS Graduate or Equivalent GED, Credential Equivalent Experience",5
573,https://www.linkedin.com/jobs/view/hair-stylist-north-huntingdon-plaza-at-jobs-for-humanity-3789525554,"Cosmetology License, Barber License, Communication Skills, Teamwork, Customer Service, Haircutting Skills, Salon Management, Hair Styling, Barbering, Professionalism, Flexibility, Passion for the Hair Industry",3
574,https://www.linkedin.com/jobs/view/salon-manager-tanasbourne-village-at-jobs-for-humanity-3786025473,"Hair Styling, Salon Management, Customer Service, Communication Skills, Motivation, Technical Skills, Cosmetology License, Barber License, Training, Incentives, Existing Customer Base, Career Development",3
575,https://www.linkedin.com/jobs/view/controller-at-hunter-crown-llc-3787722845,"Finance, Accounting, Budget management, Financial reporting & analysis, Continuous improvement, Accounting staff leadership, Data analysis, Problemsolving, Conceptual skills, Authentic and humble leadership, Advanced Excel, ERP skills, Epicor experience, Financial forecasting, Financial modeling, Analytical skills, Verbal and written presentation skills, Integrity/transparency, Bachelor's degree in finance accounting or related business field, CPA, MBA, Ability to lift and/or move up to 15 pounds, Minimal travel, Work on nights weekends or holidays",5
576,https://www.linkedin.com/jobs/view/restaurant-manager-yonkers-ny-nen-at-panda-restaurant-group-3770939961,"Store Management, Hiring, Managing, Directing, Financial Goals, Guest Experience, Food Safety, Serve Safe Certification, Communication Skills, Ability to Adapt, Conflict Management, Fastpaced Work Environment, High School Diploma, Flexibility, Assistant Manager, General Manager",1
577,https://www.linkedin.com/jobs/view/assistant-controller-at-arrow-search-partners-3772513307,"Accounting, Financial Analysis, Data Analysis, Business Intelligence, Internal Controls, Financial Reporting, Investment Analysis, Loan Origination, Waterfall Calculations, Fund Accounting, Private Equity, Fixed Income, Credit Analysis, Capital Statements, Investor Notices, Public Accounting, BDC Experience, CPA, NAV Calculation, Allocation and Fees, Tax Accounting, Internal Audit, External Audit, Risk Management, Regulatory Compliance, Financial Modeling, Budgeting, Forecasting, Performance Measurement",5
578,https://uk.linkedin.com/jobs/view/chefs-knowle-hill-at-blue-arrow-3797040691,"Chef, Food preparation, Food hygiene, Teamwork, Attention to detail, Enthusiasm, Flexibility, Adaptability, Team player, Positive attitude, Pressure management, Allergen awareness, Special diet knowledge, Portion control, Recipe costing, Level 2 food hygiene qualification, Enhanced DBS check, City & Guilds 706/1 or 706/2 Catering, NVQ Level 2 in cookery, Level 2 Food Safety Awards, Modern Apprenticeship route in cooking, City & Guilds diplomas in professional cookery, BTEC HND in professional cookery, Foundation degree in culinary arts",4
579,https://www.linkedin.com/jobs/view/customer-service-representative-at-soni-3766175504,"Customer Service, Phone Handling, Team Collaboration, Conference Call Setup, Positive Attitude, Customer Inquiries, Service Knowledge, Feedback Provision, Customer Satisfaction, Administrative Services, High School Diploma, 1 Year Relevant Experience, Computer Proficiency, Experience in Customer Support, English Proficiency, MS Office Word and Excel, Interpersonal and Communication Skills, Call Center Experience, Reception Experience, Administrative Experience",3
580,https://www.linkedin.com/jobs/view/store-manager-candidate-at-dollar-general-3805581530,"Store management, Employee supervision, Staffing, Inventory management, Merchandising, Customer service, Cashier accountability, Security practices, Cash control procedures, Financial integrity, Problem solving, Oral and written communication, Interpersonal skills, Organization skills, Attention to detail, Bilingual Spanish, Retail experience, IBM cash register functions, Knowledge of inventory management, Knowledge of cash facility and safety control policies and practices, Knowledge of retail principles, Staff development, Hiring and training, Labor law compliance, Frequent walking and standing, Frequent bending stooping and kneeling, Frequent handling of merchandise and equipment, Occasional lifting of up to 40 pounds, Occasional climbing, Occasional driving/providing own transportation, Fastpaced environment, Moderate noise level, Overnight travel",3
581,https://www.linkedin.com/jobs/view/lead-behavioral-health-technician-3rd-shift-overnight-at-pyramid-healthcare-inc-3767245654,"Substance Use Disorders, Clientcentered care, Behavioral healthcare professionals, Leadership team, Support staff, Client logs, Crisis intervention, Bed checks, Client searches, High school diploma or equivalent, Valid driver’s license, Process groups, Family sessions, Medical Dental and Vision Insurance, Flexible Spending Accounts, Life Insurance, Paid Time Off, 401(k) with Company Match, Tuition Reimbursement, Employee Recognition Programs, Referral Bonus opportunities, Integrity, Dedication, Collaboration, Passion",5
582,https://www.linkedin.com/jobs/view/diesel-fleet-technician-iii-3rd-shift-with-sign-on-bonus-at-sysco-3771481963,"Preventive maintenance., FAI/CVI inspections., Quality maintenance repairs., Refrigeration unit repairs., Troubleshooting and repairs, Electrical diagnostics., Welding., Computerbased diagnostic softwares., DOT regulations., OSHA safety regulations., Environmental regulations., Hand and finger dexterity., Vision abilities., Ability to operate equipment., Ability to lift and carry heavy objects., Repetitive motion., Working outdoors., Working in nontraditional business hours., Working in confined spaces., Working with fumes and airborne particles., Moderate noise level., ASE certifications., Section 608 and 609 HVAC Refrigeration Certification., CDL Preferred.",5
583,https://www.linkedin.com/jobs/view/volunteer-mental-health-family-camp-september-6-8-2024-at-flying-horse-farms-3803978947,"volunteering, kids, camps, story telling, marshmallows, arts and crafts, kitchen, facilities",5
584,https://www.linkedin.com/jobs/view/clinical-billing-project-coordinator-at-v-soft-consulting-group-inc-3795151834,"Billing Systems, Healthcare Setting, Billing Clearing House, Solicitation, Procurement, Billing Solution, Knowledge of Medical Dental Vision 401(k) plan",5
585,https://www.linkedin.com/jobs/view/assistant-salon-manager-shops-at-towne-square-at-jobs-for-humanity-3791024242,"Cosmetology, Barber license, Communication skills, Motivating attitude, Technical skills, Flexibility, Organization, Goaldriven, Manager training, Incentives, Existing customer base, Career growth",1
586,https://www.linkedin.com/jobs/view/psychiatric-mental-health-physician-%24300-000-yearly-%24345-000-yearly-at-doccafe-3744627981,"Physician, Psychiatrist, Mental health, Healthcare, Job search, Email alerts, Professional profile, CV, Credentials, Confidentiality, Career matching, Dream job",5
587,https://www.linkedin.com/jobs/view/internal-auditor-at-greatamerica-financial-services-3700325562,"Financial aptitude, Business acumen, Relationship building, Compliance, Risk mitigation, Analytical skills, Process improvement, Efficiency, Financial information, Technical information, Financial skills, Leadership, Team support, Verbal communication, Written communication, Organizational skills, Big picture perspective, Bachelor's degree in Finance Economics Accounting or related, Professional certifications: CPA CIA or CFE, Audit techniques, Planning, Organizing, Analysis, Report writing, Hybrid work arrangements, Business casual environment, Paid parking, Service awards, Tuition assistance, Networking opportunities, Leadership development opportunities",5
588,https://www.linkedin.com/jobs/view/associate-technical-designer-at-fourth-floor-3800505338,"Technical Design, Garment Construction, Fit, Cost, Women's Men's and Kids Apparel, Product Development, Fit Samples, Approval Comments, Fit Sample Log, Microsoft Office Suite, DetailOriented, FullTime Availability",5
589,https://www.linkedin.com/jobs/view/correctional-senior-food-service-worker-banning-and-indio-at-county-of-riverside-3796450859,"Food handlers card, ServSafe certification, Shift work, Food preparation, Serving, Cleaning, Sanitation, Safety, Food service equipment, Work supervision, Record keeping, Math calculations, Customer service, Food service management, Food service coordination, Food quality control, Food storage, Meal planning, Menu planning, Nutrition, Special diets, Food preparation techniques, Food service equipment, Written communication, Oral communication, Training, Supervision, Teamwork, Problem solving, Decision making, Critical thinking, Conflict resolution, Time management, Stress management, Attention to detail, Physical stamina, Multitasking, Ability to work in a fastpaced environment, Ability to work with inmates",4
590,https://www.linkedin.com/jobs/view/executive-administrative-services-specialist-corporate-services-at-vcu-health-3754939135,"Microsoft Office, Email, Calendaring, Accounting, Budgeting, High School Diploma, Association Degree, Business, Accounting, Independent Action, Communication, Interaction, Internal Contacts, External Contacts, Oversight, Coordination, Scheduling, Travel Reimbursements, Purchase Requisitions, Supervision, Interns, Students, Physical Requirements, Lifting, Prolonged Sitting, Frequent Bending, Walking, Mental/Sensory, Strong Recall, Reasoning, Problem Solving, Hearing, Speaking Clearly, Writing Legibly, Reading, Logical Thinking, Emotional, Fast Pace Environment, Steady Pace, Multiple Priorities, Frequent Change",4
591,https://www.linkedin.com/jobs/view/research-scientist-integrated-research-scientist-liaison-hybrid-eligible-at-oak-ridge-national-laboratory-3792185054,"Highperformance computing (HPC), Cloud computing, Edge computing, Distributed computing, Research, Development, Science engagement, Public outreach, Communication, Collaboration, Problemsolving, Interpersonal skills, Teamwork, Oral communication, Written communication, Writing, Presentations, Publications, PhD in computational chemistry computational biology computational physics or related field, Minimum of 2 years of research experience outside of PhD, Established track record in research and development of HPC applications, Experience in developing and implementing science engagement strategies or public outreach programs, Proven track record to distill and communicate complex scientific or technical requirements to computer scientists, Background in or familiarity with the scientific concepts related to distributed computing and the edgetocloudtoHPC continuum, Excellent interpersonal and collaboration skills, Outstanding oral and written communication abilities, Strong problemsolving skills, Attention to detail, Proactive approach to taking on challenges, Ability to quickly adapt and learn new scientific concepts and technologies",4
592,https://www.linkedin.com/jobs/view/child-care-preschool-lead-educator-at-bright-horizons-3800524286,"Child Development, Growth & Development, Child Family & Community, Curriculum, Early Childhood Education Administration, Teaching, NAEYC accreditation, CDA, ECE",5
593,https://www.linkedin.com/jobs/view/technical-designer-only-w2-at-quess-corp-limited-3793805342,"Technical Design, Product Development, Fit Specifications, Quality Standards, Cost Specifications, Technical Specifications, Vendor/Factory Communication, Prototype Approval, Quality Monitoring, Price Monitoring, Bachelor's Degree in Fashion, 23 Years Technical Design Experience, Plus Size Experience",5
594,https://www.linkedin.com/jobs/view/deli-host-at-love-s-travel-stops-3741638327,"Customer service, Food preparation, Beverage service, Communication, Safety, Problemsolving, Physical labor, Light paperwork, Basic math, Medical/Dental/Vision, Life Insurance, Flexible scheduling, Career development, Onthejob training, Competitive pay, Team Member bonus program, Holiday pay, 401(k), Parental Leave, Adoption Assistance, Pet Insurance, Employee Assistance Program, Regular talking and hearing, Standing and walking, Occasional lifting up to 50lbs, Close vision, Distance vision, Color vision, Peripheral vision, Depth perception, Ability to adjust focus, Outdoors, Fumes and particles, Moving mechanical parts, Vibration, Loud noise, Dirt dust grime grease oil gas highconcentrated cleaning solutions",3
595,https://www.linkedin.com/jobs/view/factory-1-team-lead-submerged-arc-seam-welders-at-millerbernd-manufacturing-company-3690879593,"Leadership, Training, Welding, Shop math, Problem solving, Decision making, Reading comprehension, Teambuilding, Communication, Time management, Adaptability, Blueprints, Mechanical drawings",4
596,https://www.linkedin.com/jobs/view/lead-designer-at-woodward-communications-inc-3797781824,"Creative Leadership, Leadership, Training, Visual Design, Collaborative, Print Design, Digital Design, Product Management, Time Management, Confidentiality, Quality Control, Production Management, Advertising, Graphic Design, Logo Design, Offset Web Press, SheetFed Press, Social Media Design, Budgeting, Technology Recommendations, Troubleshooting, Growth Mindset, Communication, Teamwork, Cultural Fit, Enthusiasm, Dependability, Resourcefulness, Calm Under Pressure, HighQuality Work, Mac OS, Adobe Creative Cloud, InDesign, Photoshop, Illustrator, Acrobat, Visual Composition, Raster Graphics, Vector Graphics, Coordination, Attention to Detail, Deadlines, Troubleshooting, Google Meet, Google Sheets, Google Docs, PowerPoint",4
597,https://www.linkedin.com/jobs/view/registered-nurse-rn-operating-room-at-musc-college-of-health-professions-3803588499,"Nursing, Surgical Care, Patient Advocacy, Patient Assessment, Perioperative Nursing, Clinical Judgement, Asepsis, Surgical Equipment Operation, Patient Positioning, Specimen Handling, Documentation, Communication, Teamwork, Conflict Resolution, Problem Solving, Critical Thinking, BLS, ACLS, PALS, NIHSS Stroke Scale Certification, Crisis Prevention Training, Infection Control, Standard Precautions, Hazardous Materials Handling, Fire Safety, Disaster Preparedness, OSHA Compliance, Universal Precautions, HIPAA Regulations, Patient Rights, Quality Improvement, Research, Education, Leadership, Mentoring, Cost Containment, Punctuality, Attendance, Flexibility, Adaptability, Physical Exertion, Team Player, OpenMindedness, Innovation, Continuous Learning",0
598,https://www.linkedin.com/jobs/view/counselor-i-at-tarzana-treatment-centers-3738569116,"Crisis intervention, Group facilitation, Substance abuse counseling, Individualized Treatment Plan, Case Conferences, Progress note charting, Educational groups, 1:1 sessions, Conjoin/family sessions, Therapeutic writing assignments, Data entry and reporting, Psychiatric evaluation, History and Physical, ASI Assessment, Family Assessment, Medical Records, Initial Case Conference, Continuing Case Conference, Integrated Summary, Discharge planning, Random UA testing, Community outreach, LIVE SCAN clearance, High School Diploma or GED, 90 hours of approved instruction in Addictions Studies Program, ASAM A and B trainings, Registration with CADTP CAADE or CCAPP, 1 year in a behavioral healthcare setting",5
599,https://www.linkedin.com/jobs/view/child-and-adolescent-psychotherapist-at-washington-county-mental-health-services-3787761756,"Mental Health Clinician, Masters in health, Psychology, Psychotherapy, Therapy, Child Psychology, Case Management, Clinical Services, Supervision, Training, Employee Wellbeing, Physical Requirements, Verbal Communication, Manual Dexterity, Mobility",5
600,https://www.linkedin.com/jobs/view/psychotherapist-school-based-lmhc-licsw-or-lmft-at-edward-m-kennedy-community-health-center-3795651098,"Psychotherapy, Mental health, Behavioral health, Patient care, Teambased approach, Health center projects, Documentation, Consultation, Patient advocacy, Outreach, Education, Diversity, Spanish, English, Portuguese, Competitive salary, Comprehensive benefits, Health insurance, Time off, Retirement plan, Flexible spending accounts, Employee assistance program, Health benefits for samesex domestic partners, Transgender health benefits",5
601,https://www.linkedin.com/jobs/view/trusts-and-estates-attorney-at-bcg-attorney-search-3707056435,"Trusts, Estates, Commercial real estate, Residential real estate, Closing documents, Purchase offers, Title documents, Litigation, Zoning, Products liability, Municipal law, Healthcare law, Estate planning, ERISA, Environmental law, Elder law, Asset protection, Education law, Construction law, Land use, Development law",5
602,https://www.linkedin.com/jobs/view/after-school-tutoring-lead-teacher-at-alabama-state-department-of-education-3707663452,"Lead Teacher, After School Tutoring",5
603,https://www.linkedin.com/jobs/view/instructor-of-korean-summer-2024-at-middlebury-college-3761196383,"Korean teaching experience, Cultural/interdisciplinary teaching experience (music poetry arts calligraphy dance Samulnori Taekwondo or sports), Ph.D. or strong M.A. credentials, Doctorate of Modern Languages (DML), Strong interpersonal skills, Teamwork experience, Creative dynamic flexible easygoing approach, Openness to new teaching methods and environments, Letter of interest including teaching philosophy, CV, Recent statistical information from student evaluations, Indicate availability for inperson or remote virtual program",5
604,https://www.linkedin.com/jobs/view/test-electrical-engineer-at-hitachi-energy-3777425168,"Electrical Engineering, System Testing, Test Plans and Procedures, Test Coordination, Technical Analysis, Report Writing, Engineering Analysis, Problem Investigation, Corrective Actions, System Specifications, Document Preparation, Technical Reports, Bachelor's Degree, 25 Years Experience, Experience in Electrical Engineering, Work Authorization in the US",5
605,https://www.linkedin.com/jobs/view/deli-host-at-love-s-travel-stops-3741636894,"Customer service, Housekeeping, Food preparation, Beverage service, Communication, problemsolving, Teamwork, Adaptability, flexibility, Reliability, Physical stamina, Attention to detail, Safety awareness, Basic math, Lifting ability, Standing and walking, Bending kneeling stooping etc., Vision abilities, Exposure to outdoor elements, Exposure to fumes and particles, Exposure to noise, Exposure to dirt dust grime etc., Diversity and inclusion, Leadership skills, Management skills, Hard work, Creativity",4
606,https://www.linkedin.com/jobs/view/electrical-design-engineer-at-hire-dsm-3787797497,"Electrical Engineering, Power Systems Design, AC/DC Schematics, Wiring Diagrams, Relay Panels, Control Enclosures, Subcontractor Design Review, Technical Expertise, Product Inspection, Conformance to Customer and Design Requirements, Functional Testing, CAD Programs (AutoCAD MicroStation), Office Programs (Microsoft Office), Google Workspace, Relaying Protection Schemes",5
607,https://www.linkedin.com/jobs/view/mental-health-specialist-ii-at-jobs-for-humanity-3798313511,"Social work, Assessment, Treatment planning, Supportive counseling, Supportive therapy, Advocacy, Psychoeducation, Case management, Collaboration, Referral, Entitlements, Community resources, Verbal communication, Written communication, Workflow procedures, Productivity, Utilization review, Staff meetings, Education programs, Professional growth, Special projects",5
608,https://www.linkedin.com/jobs/view/hair-stylist-bridgeville-at-jobs-for-humanity-3790649670,"Cosmetology License, Barber License, Hair Styling, Hair Cutting, Customer Service, Team Collaboration, Salon Management, Training and Education, Supportive Work Environment, Positive Work Environment, Flexible Scheduling",3
609,https://www.linkedin.com/jobs/view/customer-service-representative-at-family-dollar-3710203884,"Customer service, Retail operations, Stocking shelves, Merchandise handling, POS system, Sales, High school diploma or equivalent, Retail experience, Lifting ability, Flexibility, Customer focus, Strong organizational skills, Communication skills, Problem solving, Relationship management",3
610,https://uk.linkedin.com/jobs/view/automotive-technician-at-porsche-retail-group-ltd-3784011524,"Vehicle Technician, Porsche Experience Centre, Porsche GB Carrera Cup, Level 3 Diploma, Light Vehicle Maintenance, Full Driving License, Leadership Development Programs, Porsche DNA, Sports Cars, Trust, Integrity, Empowerment",5
